type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.baggage,arrival.gate
arrival,unknown,cdg,lfpg,,,2021-12-21t22:30:00.000,,,,,tlv,llbg,3,,2021-12-22t03:55:00.000,,,,,el al,ly,ely,326,ly326,ely326,2a,,,,,,,,
arrival,landed,lgg,eblg,,,2021-12-21t23:25:00.000,,2021-12-21t23:02:00.000,2021-12-21t23:02:00.000,2021-12-21t23:02:00.000,tlv,llbg,,,2021-12-22t04:35:00.000,2021-12-22t03:32:00.000,2021-12-22t03:35:00.000,2021-12-22t03:35:00.000,2021-12-22t03:35:00.000,el al,ly,ely,234,ly234,ely234,,,,,,,,,
arrival,landed,bkk,vtbs,,23.0,2021-12-21t23:55:00.000,2021-12-22t00:20:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,tlv,llbg,3,,2021-12-22t06:10:00.000,2021-12-22t05:45:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,qantas,qf,qfa,5021,qf5021,qfa5021,,el al,ly,ely,82,ly82,ely82,,
arrival,landed,bkk,vtbs,,23.0,2021-12-21t23:55:00.000,2021-12-22t00:20:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,tlv,llbg,3,,2021-12-22t06:10:00.000,2021-12-22t05:45:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,thai airways international,tg,tha,4583,tg4583,tha4583,,el al,ly,ely,82,ly82,ely82,,
arrival,landed,bkk,vtbs,,23.0,2021-12-21t23:55:00.000,2021-12-22t00:20:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,tlv,llbg,3,,2021-12-22t06:10:00.000,2021-12-22t05:45:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,vietnam airlines,vn,hvn,3299,vn3299,hvn3299,,el al,ly,ely,82,ly82,ely82,,
arrival,landed,bkk,vtbs,,23.0,2021-12-21t23:55:00.000,2021-12-22t00:20:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,2021-12-22t00:17:00.000,tlv,llbg,3,,2021-12-22t06:10:00.000,2021-12-22t05:45:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,2021-12-22t05:47:00.000,el al,ly,ely,82,ly82,ely82,,,,,,,,,
arrival,scheduled,cmn,gmmn,,,2021-12-21t23:55:00.000,,,,,tlv,llbg,3,,2021-12-22t06:15:00.000,,,,,royal air maroc,at,ram,228,at228,ram228,1,,,,,,,,
arrival,landed,hkg,vhhh,44,7.0,2021-12-22t01:30:00.000,,2021-12-22t01:36:00.000,2021-12-22t01:36:00.000,2021-12-22t01:36:00.000,tlv,llbg,3,,2021-12-22t07:15:00.000,2021-12-22t06:56:00.000,2021-12-22t06:52:00.000,2021-12-22t06:52:00.000,2021-12-22t06:52:00.000,cathay pacific,cx,cpa,675,cx675,cpa675,1,,,,,,,,
arrival,landed,pvg,zspd,,22.0,2021-12-22t02:05:00.000,,2021-12-22t02:26:00.000,2021-12-22t02:26:00.000,2021-12-22t02:26:00.000,tlv,llbg,,13.0,2021-12-22t07:45:00.000,2021-12-22t07:58:00.000,2021-12-22t07:58:00.000,2021-12-22t07:58:00.000,2021-12-22t07:58:00.000,el al,ly,ely,68,ly68,ely68,2,,,,,,,,
arrival,cancelled,saw,ltfj,,,2021-12-22t06:45:00.000,,,,,tlv,llbg,3,,2021-12-22t07:55:00.000,,,,,turkish airlines,tk,thy,7708,tk7708,thy7708,,,,,,,,,
arrival,landed,pfo,lcph,,,2021-12-22t07:00:00.000,2021-12-22t07:00:00.000,2021-12-22t06:55:00.000,2021-12-22t06:55:00.000,2021-12-22t06:55:00.000,tlv,llbg,1,,2021-12-22t08:05:00.000,2021-12-22t07:39:00.000,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,ryanair,fr,ryr,4161,fr4161,ryr4161,,,,,,,,,
arrival,scheduled,isl,ltba,,,2021-12-22t06:10:00.000,,,,,tlv,llbg,,,2021-12-22t08:10:00.000,,,,,turkish airlines,tk,thy,6572,tk6572,thy6572,,,,,,,,,
arrival,landed,lca,lclk,,5.0,2021-12-22t07:15:00.000,2021-12-22t07:15:00.000,2021-12-22t07:19:00.000,2021-12-22t07:19:00.000,2021-12-22t07:19:00.000,tlv,llbg,1,,2021-12-22t08:20:00.000,2021-12-22t07:58:00.000,2021-12-22t08:00:00.000,2021-12-22t08:00:00.000,2021-12-22t08:00:00.000,tus airways,u8,cyf,106,u8106,cyf106,,,,,,,,,
arrival,unknown,lgg,eblg,,,2021-12-22t03:15:00.000,,,,,tlv,llbg,,,2021-12-22t08:35:00.000,,,,,el al,ly,ely,802,ly802,ely802,,,,,,,,,
arrival,landed,otp,lrop,,22.0,2021-12-22t05:55:00.000,2021-12-22t05:55:00.000,2021-12-22t06:17:00.000,2021-12-22t06:17:00.000,2021-12-22t06:17:00.000,tlv,llbg,1,,2021-12-22t08:35:00.000,2021-12-22t08:26:00.000,2021-12-22t08:24:00.000,2021-12-22t08:24:00.000,2021-12-22t08:24:00.000,wizz air,w6,wzz,3257,w63257,wzz3257,,,,,,,,,
arrival,landed,ist,ltfm,d9,14.0,2021-12-22t08:00:00.000,2021-12-22t08:00:00.000,2021-12-22t08:14:00.000,2021-12-22t08:14:00.000,2021-12-22t08:14:00.000,tlv,llbg,3,2.0,2021-12-22t08:55:00.000,2021-12-22t08:56:00.000,2021-12-22t08:56:00.000,2021-12-22t08:56:00.000,2021-12-22t08:56:00.000,turkish airlines,tk,thy,784,tk784,thy784,,,,,,,,,
arrival,unknown,etm,ller,,,2021-12-22t08:00:00.000,,,,,tlv,llbg,3,,2021-12-22t09:00:00.000,,,,,israir airlines,6h,isr,426,6h426,isr426,,,,,,,,,
arrival,scheduled,saw,ltfj,,,2021-12-22t08:05:00.000,,,,,tlv,llbg,3,,2021-12-22t09:10:00.000,,,,,pegasus,pc,pgt,795,pc795,pgt795,,,,,,,,,
arrival,landed,sof,lbsf,1,53.0,2021-12-22t06:40:00.000,2021-12-22t06:40:00.000,2021-12-22t07:32:00.000,2021-12-22t07:32:00.000,2021-12-22t07:32:00.000,tlv,llbg,3,28.0,2021-12-22t09:10:00.000,2021-12-22t09:35:00.000,2021-12-22t09:37:00.000,2021-12-22t09:37:00.000,2021-12-22t09:37:00.000,wizz air,w6,wzz,4427,w64427,wzz4427,1,,,,,,,,
arrival,landed,ewr,kewr,123,42.0,2021-12-21t16:10:00.000,2021-12-21t16:31:00.000,2021-12-21t16:51:00.000,2021-12-21t16:51:00.000,2021-12-21t16:51:00.000,tlv,llbg,3,7.0,2021-12-22t09:20:00.000,2021-12-22t09:23:00.000,2021-12-22t09:26:00.000,2021-12-22t09:26:00.000,2021-12-22t09:26:00.000,united airlines,ua,ual,84,ua84,ual84,c,,,,,,,,c6
arrival,landed,dxb,omdb,,42.0,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,2021-12-22t08:21:00.000,2021-12-22t08:21:00.000,2021-12-22t08:21:00.000,tlv,llbg,3,22.0,2021-12-22t09:30:00.000,2021-12-22t09:43:00.000,2021-12-22t09:51:00.000,2021-12-22t09:51:00.000,2021-12-22t09:51:00.000,emirates,ek,uae,2369,ek2369,uae2369,3,flydubai,fz,fdb,1549,fz1549,fdb1549,,
arrival,landed,dxb,omdb,,42.0,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,2021-12-22t08:21:00.000,2021-12-22t08:21:00.000,2021-12-22t08:21:00.000,tlv,llbg,3,22.0,2021-12-22t09:30:00.000,2021-12-22t09:43:00.000,2021-12-22t09:51:00.000,2021-12-22t09:51:00.000,2021-12-22t09:51:00.000,flydubai,fz,fdb,1549,fz1549,fdb1549,3,,,,,,,,
arrival,landed,jfk,kjfk,b41,31.0,2021-12-21t15:55:00.000,2021-12-21t16:36:00.000,2021-12-21t16:26:00.000,2021-12-21t16:26:00.000,2021-12-21t16:26:00.000,tlv,llbg,3,,2021-12-22t09:35:00.000,2021-12-22t09:18:00.000,2021-12-22t09:22:00.000,2021-12-22t09:22:00.000,2021-12-22t09:22:00.000,delta air lines,dl,dal,232,dl232,dal232,4,,,,,,,,c09
arrival,landed,sof,lbsf,b3,26.0,2021-12-22t07:00:00.000,2021-12-22t07:00:00.000,2021-12-22t07:26:00.000,2021-12-22t07:26:00.000,2021-12-22t07:26:00.000,tlv,llbg,3,,2021-12-22t09:35:00.000,2021-12-22t09:26:00.000,2021-12-22t09:31:00.000,2021-12-22t09:31:00.000,2021-12-22t09:31:00.000,ryanair,fr,ryr,2825,fr2825,ryr2825,2,,,,,,,,
arrival,landed,skg,lgts,,16.0,2021-12-22t07:35:00.000,2021-12-22t07:45:00.000,2021-12-22t07:51:00.000,2021-12-22t07:51:00.000,2021-12-22t07:51:00.000,tlv,llbg,3,,2021-12-22t09:45:00.000,2021-12-22t09:38:00.000,2021-12-22t09:44:00.000,2021-12-22t09:44:00.000,2021-12-22t09:44:00.000,aegean airlines,a3,aee,548,a3548,aee548,,,,,,,,,
arrival,landed,can,zggg,,,2021-12-22t04:15:00.000,,,,,tlv,llbg,,,2021-12-22t09:50:00.000,2021-12-22t09:24:00.000,2021-12-22t09:24:00.000,2021-12-22t09:24:00.000,2021-12-22t09:24:00.000,el al,ly,ely,60,ly60,ely60,,,,,,,,,
arrival,landed,kbp,ukbb,d11,29.0,2021-12-22t06:55:00.000,2021-12-22t06:55:00.000,2021-12-22t07:23:00.000,2021-12-22t07:23:00.000,2021-12-22t07:23:00.000,tlv,llbg,3,5.0,2021-12-22t10:05:00.000,2021-12-22t10:12:00.000,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,skyup airlines,pq,sqp,533,pq533,sqp533,d,,,,,,,,
arrival,landed,bud,lhbp,,29.0,2021-12-22t05:50:00.000,2021-12-22t06:00:00.000,2021-12-22t06:18:00.000,2021-12-22t06:18:00.000,2021-12-22t06:18:00.000,tlv,llbg,3,,2021-12-22t10:05:00.000,2021-12-22t09:55:00.000,2021-12-22t09:58:00.000,2021-12-22t09:58:00.000,2021-12-22t09:58:00.000,wizz air,w6,wzz,2325,w62325,wzz2325,2b,,,,,,,,
arrival,landed,yyz,cyyz,e71,48.0,2021-12-21t16:50:00.000,2021-12-21t17:48:00.000,2021-12-21t17:37:00.000,2021-12-21t17:37:00.000,2021-12-21t17:37:00.000,tlv,llbg,3,28.0,2021-12-22t10:15:00.000,2021-12-22t10:41:00.000,2021-12-22t10:42:00.000,2021-12-22t10:42:00.000,2021-12-22t10:42:00.000,air canada,ac,aca,80,ac80,aca80,1,,,,,,,,
arrival,landed,vie,loww,g36,32.0,2021-12-22t06:00:00.000,2021-12-22t06:00:00.000,2021-12-22t06:32:00.000,2021-12-22t06:32:00.000,2021-12-22t06:32:00.000,tlv,llbg,3,,2021-12-22t10:30:00.000,2021-12-22t10:27:00.000,2021-12-22t10:24:00.000,2021-12-22t10:24:00.000,2021-12-22t10:24:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,1,,,,,,,,
arrival,scheduled,waw,epwa,101,181.0,2021-12-22t05:55:00.000,2021-12-22t05:55:00.000,2021-12-22t08:55:00.000,2021-12-22t08:55:00.000,2021-12-22t08:55:00.000,tlv,llbg,3,156.0,2021-12-22t10:40:00.000,2021-12-22t13:16:00.000,,,,wizz air,w6,wzz,1559,w61559,wzz1559,a,,,,,,,,
arrival,landed,fco,lirf,e51,12.0,2021-12-22t06:30:00.000,2021-12-22t06:30:00.000,2021-12-22t06:41:00.000,2021-12-22t06:41:00.000,2021-12-22t06:41:00.000,tlv,llbg,3,,2021-12-22t10:55:00.000,2021-12-22t10:39:00.000,2021-12-22t10:39:00.000,2021-12-22t10:39:00.000,2021-12-22t10:39:00.000,ryanair,fr,ryr,7090,fr7090,ryr7090,1,,,,,,,,
arrival,cancelled,vie,loww,,,2021-12-22t06:35:00.000,,,,,tlv,llbg,,,2021-12-22t10:55:00.000,,,,,asl airlines belgium,3v,tay,4848,3v4848,tay4848,,,,,,,,,
arrival,landed,bgy,lime,,18.0,2021-12-22t06:35:00.000,2021-12-22t06:35:00.000,2021-12-22t06:52:00.000,2021-12-22t06:52:00.000,2021-12-22t06:52:00.000,tlv,llbg,3,,2021-12-22t11:20:00.000,2021-12-22t11:04:00.000,2021-12-22t11:07:00.000,2021-12-22t11:07:00.000,2021-12-22t11:07:00.000,ryanair,fr,ryr,2005,fr2005,ryr2005,,,,,,,,,
arrival,landed,auh,omaa,51,46.0,2021-12-22t10:05:00.000,2021-12-22t10:45:00.000,2021-12-22t10:51:00.000,2021-12-22t10:51:00.000,2021-12-22t10:51:00.000,tlv,llbg,3,39.0,2021-12-22t11:30:00.000,2021-12-22t12:02:00.000,2021-12-22t12:08:00.000,2021-12-22t12:08:00.000,2021-12-22t12:08:00.000,el al,ly,ely,9600,ly9600,ely9600,3,etihad airways,ey,etd,598,ey598,etd598,,
arrival,landed,auh,omaa,51,46.0,2021-12-22t10:05:00.000,2021-12-22t10:45:00.000,2021-12-22t10:51:00.000,2021-12-22t10:51:00.000,2021-12-22t10:51:00.000,tlv,llbg,3,39.0,2021-12-22t11:30:00.000,2021-12-22t12:02:00.000,2021-12-22t12:08:00.000,2021-12-22t12:08:00.000,2021-12-22t12:08:00.000,etihad airways,ey,etd,598,ey598,etd598,3,,,,,,,,
arrival,landed,blq,lipe,17,7.0,2021-12-22t07:00:00.000,2021-12-22t07:00:00.000,2021-12-22t07:06:00.000,2021-12-22t07:06:00.000,2021-12-22t07:06:00.000,tlv,llbg,3,,2021-12-22t11:35:00.000,2021-12-22t11:11:00.000,2021-12-22t11:16:00.000,2021-12-22t11:16:00.000,2021-12-22t11:16:00.000,ryanair,fr,ryr,6280,fr6280,ryr6280,,,,,,,,,
arrival,landed,ber,eddb,11,16.0,2021-12-22t06:35:00.000,2021-12-22t06:35:00.000,2021-12-22t06:50:00.000,2021-12-22t06:50:00.000,2021-12-22t06:50:00.000,tlv,llbg,3,,2021-12-22t11:35:00.000,2021-12-22t11:27:00.000,2021-12-22t11:27:00.000,2021-12-22t11:27:00.000,2021-12-22t11:27:00.000,ryanair,fr,ryr,6501,fr6501,ryr6501,1,,,,,,,,
arrival,landed,dxb,omdb,,44.0,2021-12-22t09:50:00.000,2021-12-22t09:50:00.000,2021-12-22t10:34:00.000,2021-12-22t10:34:00.000,2021-12-22t10:34:00.000,tlv,llbg,3,23.0,2021-12-22t11:40:00.000,2021-12-22t11:58:00.000,2021-12-22t12:03:00.000,2021-12-22t12:03:00.000,2021-12-22t12:03:00.000,emirates,ek,uae,2363,ek2363,uae2363,3,flydubai,fz,fdb,1163,fz1163,fdb1163,,
arrival,landed,dxb,omdb,,44.0,2021-12-22t09:50:00.000,2021-12-22t09:50:00.000,2021-12-22t10:34:00.000,2021-12-22t10:34:00.000,2021-12-22t10:34:00.000,tlv,llbg,3,23.0,2021-12-22t11:40:00.000,2021-12-22t11:58:00.000,2021-12-22t12:03:00.000,2021-12-22t12:03:00.000,2021-12-22t12:03:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,3,,,,,,,,
arrival,unknown,ayt,ltai,,,2021-12-22t11:10:00.000,,,,,tlv,llbg,3,,2021-12-22t11:40:00.000,,,,,pegasus,pc,pgt,787,pc787,pgt787,1,,,,,,,,
arrival,landed,bud,lhbp,,27.0,2021-12-22t07:50:00.000,2021-12-22t08:06:00.000,2021-12-22t08:17:00.000,2021-12-22t08:17:00.000,2021-12-22t08:17:00.000,tlv,llbg,3,,2021-12-22t12:10:00.000,2021-12-22t12:01:00.000,2021-12-22t12:05:00.000,2021-12-22t12:05:00.000,2021-12-22t12:05:00.000,ryanair,fr,ryr,6754,fr6754,ryr6754,2b,,,,,,,,
arrival,landed,bsl,lfsb,75,,2021-12-22t07:20:00.000,2021-12-22t07:20:00.000,2021-12-22t07:17:00.000,2021-12-22t07:17:00.000,2021-12-22t07:17:00.000,tlv,llbg,3,,2021-12-22t12:25:00.000,2021-12-22t11:56:00.000,2021-12-22t12:00:00.000,2021-12-22t12:00:00.000,2021-12-22t12:00:00.000,easyjet,u2,ezy,1191,u21191,ezy1191,,,,,,,,,
arrival,scheduled,lgg,eblg,,176.0,2021-12-22t07:00:00.000,2021-12-22t07:00:00.000,2021-12-22t09:55:00.000,2021-12-22t09:55:00.000,2021-12-22t09:55:00.000,tlv,llbg,,128.0,2021-12-22t12:25:00.000,2021-12-22t14:33:00.000,,,,c.a.l. cargo airlines,5c,icl,504,5c504,icl504,,,,,,,,,
arrival,landed,nap,lirn,b15,5.0,2021-12-22t08:30:00.000,2021-12-22t08:30:00.000,2021-12-22t08:35:00.000,2021-12-22t08:35:00.000,2021-12-22t08:35:00.000,tlv,llbg,3,,2021-12-22t12:45:00.000,2021-12-22t12:12:00.000,2021-12-22t12:14:00.000,2021-12-22t12:14:00.000,2021-12-22t12:14:00.000,ryanair,fr,ryr,8695,fr8695,ryr8695,,,,,,,,,
arrival,landed,kbp,ukbb,d1,59.0,2021-12-22t09:45:00.000,2021-12-22t09:45:00.000,2021-12-22t10:43:00.000,2021-12-22t10:43:00.000,2021-12-22t10:43:00.000,tlv,llbg,3,32.0,2021-12-22t12:55:00.000,2021-12-22t13:26:00.000,2021-12-22t13:27:00.000,2021-12-22t13:27:00.000,2021-12-22t13:27:00.000,uia,ps,aui,775,ps775,aui775,d,,,,,,,,
arrival,landed,ams,eham,,26.0,2021-12-22t07:15:00.000,2021-12-22t07:15:00.000,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,2021-12-22t07:40:00.000,tlv,llbg,3,,2021-12-22t13:00:00.000,2021-12-22t12:35:00.000,2021-12-22t12:36:00.000,2021-12-22t12:36:00.000,2021-12-22t12:36:00.000,easyjet,u2,ezy,7933,u27933,ezy7933,,,,,,,,,
arrival,unknown,bus,ugsb,,,2021-12-22t13:00:00.000,,,,,tlv,llbg,3,,2021-12-22t13:25:00.000,,,,,israir airlines,6h,isr,884,6h884,isr884,,,,,,,,,
arrival,cancelled,ist,ltfm,,,2021-12-22t12:40:00.000,,,,,tlv,llbg,3,,2021-12-22t13:55:00.000,,,,,turkish airlines,tk,thy,794,tk794,thy794,,,,,,,,,
arrival,landed,lax,klax,,53.0,2021-12-21t14:00:00.000,2021-12-21t14:12:00.000,2021-12-21t14:52:00.000,2021-12-21t14:52:00.000,2021-12-21t14:52:00.000,tlv,llbg,3,20.0,2021-12-22t14:00:00.000,2021-12-22t14:16:00.000,2021-12-22t14:20:00.000,2021-12-22t14:20:00.000,2021-12-22t14:20:00.000,el al,ly,ely,6,ly6,ely6,b,,,,,,,,
arrival,landed,ewr,kewr,63,26.0,2021-12-21t20:50:00.000,2021-12-21t21:04:00.000,2021-12-21t21:16:00.000,2021-12-21t21:16:00.000,2021-12-21t21:16:00.000,tlv,llbg,3,,2021-12-22t14:10:00.000,2021-12-22t14:09:00.000,2021-12-22t14:09:00.000,2021-12-22t14:09:00.000,2021-12-22t14:09:00.000,el al,ly,ely,26,ly26,ely26,b,,,,,,,,
arrival,landed,kbp,ukbb,d2,19.0,2021-12-22t11:00:00.000,2021-12-22t11:00:00.000,2021-12-22t11:19:00.000,2021-12-22t11:19:00.000,2021-12-22t11:19:00.000,tlv,llbg,3,,2021-12-22t14:15:00.000,2021-12-22t14:09:00.000,2021-12-22t14:05:00.000,2021-12-22t14:05:00.000,2021-12-22t14:05:00.000,el al,ly,ely,2652,ly2652,ely2652,d,,,,,,,,
arrival,landed,mad,lemd,b25,17.0,2021-12-22t08:50:00.000,2021-12-22t08:50:00.000,2021-12-22t09:06:00.000,2021-12-22t09:06:00.000,2021-12-22t09:06:00.000,tlv,llbg,3,,2021-12-22t14:15:00.000,2021-12-22t14:07:00.000,2021-12-22t14:12:00.000,2021-12-22t14:12:00.000,2021-12-22t14:12:00.000,aeromexico,am,amx,6847,am6847,amx6847,1,air europa,ux,aea,1301,ux1301,aea1301,,
arrival,landed,mad,lemd,b25,17.0,2021-12-22t08:50:00.000,2021-12-22t08:50:00.000,2021-12-22t09:06:00.000,2021-12-22t09:06:00.000,2021-12-22t09:06:00.000,tlv,llbg,3,,2021-12-22t14:15:00.000,2021-12-22t14:07:00.000,2021-12-22t14:12:00.000,2021-12-22t14:12:00.000,2021-12-22t14:12:00.000,air europa,ux,aea,1301,ux1301,aea1301,1,,,,,,,,
arrival,landed,ltn,eggw,,9.0,2021-12-22t07:15:00.000,2021-12-22t07:15:00.000,2021-12-22t07:24:00.000,2021-12-22t07:24:00.000,2021-12-22t07:24:00.000,tlv,llbg,3,,2021-12-22t14:20:00.000,2021-12-22t13:50:00.000,2021-12-22t13:57:00.000,2021-12-22t13:57:00.000,2021-12-22t13:57:00.000,easyjet,u2,ezy,2083,u22083,ezy2083,,,,,,,,,
arrival,unknown,ory,lfpo,,,2021-12-22t08:45:00.000,,,,,tlv,llbg,1,,2021-12-22t14:30:00.000,,,,,transavia france,to,tvf,3932,to3932,tvf3932,3,,,,,,,,
arrival,cancelled,lhr,egll,,,2021-12-22t07:45:00.000,,,,,tlv,llbg,1,,2021-12-22t14:35:00.000,,,,,british airways,ba,baw,165,ba165,baw165,5,,,,,,,,
arrival,scheduled,dxb,omdb,,,2021-12-22t12:50:00.000,,,,,tlv,llbg,3,,2021-12-22t14:40:00.000,,,,,el al,ly,ely,972,ly972,ely972,1,,,,,,,,
arrival,cancelled,bud,lhbp,,,2021-12-22t10:45:00.000,,,,,tlv,llbg,3,,2021-12-22t14:55:00.000,,,,,el al,ly,ely,2366,ly2366,ely2366,2b,,,,,,,,
arrival,scheduled,isl,ltba,,20.0,2021-12-22t04:00:00.000,2021-12-22t04:20:00.000,,,,tlv,llbg,,,2021-12-22t04:50:00.000,,,,,turkish airlines,tk,thy,6572,tk6572,thy6572,,,,,,,,,
arrival,unknown,saw,ltfj,,,2021-12-22t13:50:00.000,,,,,tlv,llbg,3,,2021-12-22t14:55:00.000,,,,,pegasus,pc,pgt,783,pc783,pgt783,,,,,,,,,
arrival,unknown,ist,ltfm,,,2021-12-22t14:00:00.000,,,,,tlv,llbg,3,,2021-12-22t15:05:00.000,,,,,turkish airlines,tk,thy,786,tk786,thy786,,,,,,,,,
arrival,cancelled,prg,lkpr,,,2021-12-22t12:30:00.000,,,,,tlv,llbg,3,,2021-12-22t15:05:00.000,,,,,israir airlines,6h,isr,768,6h768,isr768,1,,,,,,,141,
arrival,landed,fra,eddf,c4,28.0,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,tlv,llbg,3,2.0,2021-12-22t15:15:00.000,2021-12-22t15:12:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,air canada,ac,aca,9020,ac9020,aca9020,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,28.0,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,tlv,llbg,3,2.0,2021-12-22t15:15:00.000,2021-12-22t15:12:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,ana,nh,ana,5459,nh5459,ana5459,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,28.0,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,tlv,llbg,3,2.0,2021-12-22t15:15:00.000,2021-12-22t15:12:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,brussels airlines,sn,bel,7173,sn7173,bel7173,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,28.0,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,tlv,llbg,3,2.0,2021-12-22t15:15:00.000,2021-12-22t15:12:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,united airlines,ua,ual,9120,ua9120,ual9120,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,28.0,2021-12-22t10:10:00.000,2021-12-22t10:10:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,2021-12-22t10:38:00.000,tlv,llbg,3,2.0,2021-12-22t15:15:00.000,2021-12-22t15:12:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,2021-12-22t15:16:00.000,lufthansa,lh,dlh,686,lh686,dlh686,1,,,,,,,,
arrival,cancelled,dme,uudd,13,,2021-12-22t12:25:00.000,2021-12-22t12:25:00.000,,,,tlv,llbg,3,,2021-12-22t15:35:00.000,,,,,s7 airlines,s7,sbi,4483,s74483,sbi4483,,el al,ly,ely,612,ly612,ely612,,
arrival,cancelled,dme,uudd,13,,2021-12-22t12:25:00.000,2021-12-22t12:25:00.000,,,,tlv,llbg,3,,2021-12-22t15:35:00.000,,,,,el al,ly,ely,612,ly612,ely612,,,,,,,,,
arrival,cancelled,dxb,omdb,,,2021-12-22t13:55:00.000,,,,,tlv,llbg,3,,2021-12-22t15:45:00.000,,,,,arkia israeli airlines,iz,aiz,604,iz604,aiz604,1,,,,,,,,
arrival,cancelled,mxp,limc,,,2021-12-22t11:15:00.000,,,,,tlv,llbg,3,,2021-12-22t16:00:00.000,,,,,american airlines,aa,aal,8386,aa8386,aal8386,1,el al,ly,ely,382,ly382,ely382,,
arrival,cancelled,mxp,limc,,,2021-12-22t11:15:00.000,,,,,tlv,llbg,3,,2021-12-22t16:00:00.000,,,,,el al,ly,ely,382,ly382,ely382,1,,,,,,,,
arrival,scheduled,dxb,omdb,,100.0,2021-12-22t14:15:00.000,2021-12-22t14:15:00.000,2021-12-22t15:55:00.000,2021-12-22t15:55:00.000,2021-12-22t15:55:00.000,tlv,llbg,3,79.0,2021-12-22t16:05:00.000,2021-12-22t17:23:00.000,,,,israir airlines,6h,isr,662,6h662,isr662,1,,,,,,,,
arrival,landed,ewr,kewr,123,90.0,2021-12-21t23:05:00.000,2021-12-22t00:18:00.000,2021-12-22t00:35:00.000,2021-12-22t00:35:00.000,2021-12-22t00:35:00.000,tlv,llbg,3,50.0,2021-12-22t16:20:00.000,2021-12-22t17:07:00.000,2021-12-22t17:09:00.000,2021-12-22t17:09:00.000,2021-12-22t17:09:00.000,united airlines,ua,ual,90,ua90,ual90,c,,,,,,,,c6
arrival,landed,auh,omaa,,44.0,2021-12-22t02:20:00.000,2021-12-22t02:30:00.000,2021-12-22t03:03:00.000,2021-12-22t03:03:00.000,2021-12-22t03:03:00.000,tlv,llbg,,32.0,2021-12-22t03:44:00.000,2021-12-22t04:12:00.000,2021-12-22t04:15:00.000,2021-12-22t04:15:00.000,2021-12-22t04:15:00.000,etihad airways,ey,etd,2152,ey2152,etd2152,,,,,,,,,
